R20291_ref_genome_patric_id	630_comp_genome_1_patric_id
645463.3.peg.3359	272563.8.peg.3458
645463.3.peg.3360	272563.8.peg.3459
645463.3.peg.351	272563.8.peg.346
645463.3.peg.3361	272563.8.peg.3460
645463.3.peg.3362	272563.8.peg.3461
645463.3.peg.3363	272563.8.peg.3462
645463.3.peg.3364	272563.8.peg.3463
645463.3.peg.3365	272563.8.peg.3464
645463.3.peg.3366	272563.8.peg.3465
645463.3.peg.3367	272563.8.peg.3466
645463.3.peg.3368	272563.8.peg.3467
645463.3.peg.3369	272563.8.peg.3468
645463.3.peg.3370	272563.8.peg.3469
645463.3.peg.352	272563.8.peg.347
645463.3.peg.3371	272563.8.peg.3470
645463.3.peg.3372	272563.8.peg.3471
645463.3.peg.3373	272563.8.peg.3472
645463.3.peg.3374	272563.8.peg.3473
645463.3.peg.3375	272563.8.peg.3474
645463.3.peg.3376	272563.8.peg.3475
645463.3.peg.3377	272563.8.peg.3476
645463.3.peg.3385	272563.8.peg.3477
645463.3.peg.3386	272563.8.peg.3478
645463.3.peg.3387	272563.8.peg.3479
645463.3.peg.353	272563.8.peg.348
645463.3.peg.1860	272563.8.peg.3484
645463.3.peg.354	272563.8.peg.349
645463.3.peg.27	272563.8.peg.35
645463.3.peg.355	272563.8.peg.350
645463.3.peg.3388	272563.8.peg.3506
645463.3.peg.3389	272563.8.peg.3507
645463.3.peg.3390	272563.8.peg.3508
645463.3.peg.3391	272563.8.peg.3509
645463.3.peg.356	272563.8.peg.351
645463.3.peg.3392	272563.8.peg.3510
645463.3.peg.3393	272563.8.peg.3511
645463.3.peg.3394	272563.8.peg.3512
645463.3.peg.3395	272563.8.peg.3513
645463.3.peg.3396	272563.8.peg.3514
645463.3.peg.3397	272563.8.peg.3515
645463.3.peg.3398	272563.8.peg.3516
645463.3.peg.3399	272563.8.peg.3517
645463.3.peg.3400	272563.8.peg.3518
645463.3.peg.3401	272563.8.peg.3519
645463.3.peg.3402	272563.8.peg.3520
645463.3.peg.3403	272563.8.peg.3521
645463.3.peg.3404	272563.8.peg.3522
645463.3.peg.3405	272563.8.peg.3523
645463.3.peg.3406	272563.8.peg.3524
645463.3.peg.3407	272563.8.peg.3525
645463.3.peg.3408	272563.8.peg.3526
645463.3.peg.3409	272563.8.peg.3527
645463.3.peg.3410	272563.8.peg.3528
645463.3.peg.3411	272563.8.peg.3529
645463.3.peg.360	272563.8.peg.353
645463.3.peg.361	272563.8.peg.354
645463.3.peg.3676	272563.8.peg.3540
645463.3.peg.3672	272563.8.peg.3545
645463.3.peg.3670	272563.8.peg.3547
645463.3.peg.3668	272563.8.peg.3549
645463.3.peg.362	272563.8.peg.355
645463.3.peg.3130	272563.8.peg.3551
645463.3.peg.3666	272563.8.peg.3552
645463.3.peg.3660	272563.8.peg.3555
645463.3.peg.3412	272563.8.peg.3556
645463.3.peg.3413	272563.8.peg.3557
645463.3.peg.3414	272563.8.peg.3558
645463.3.peg.3415	272563.8.peg.3559
645463.3.peg.363	272563.8.peg.356
645463.3.peg.3416	272563.8.peg.3560
645463.3.peg.3417	272563.8.peg.3561
645463.3.peg.3418	272563.8.peg.3562
645463.3.peg.3419	272563.8.peg.3563
645463.3.peg.3420	272563.8.peg.3564
645463.3.peg.3421	272563.8.peg.3565
645463.3.peg.3422	272563.8.peg.3566
645463.3.peg.3423	272563.8.peg.3567
645463.3.peg.3424	272563.8.peg.3568
645463.3.peg.3425	272563.8.peg.3569
645463.3.peg.364	272563.8.peg.357
645463.3.peg.3426	272563.8.peg.3570
645463.3.peg.3427	272563.8.peg.3571
645463.3.peg.3428	272563.8.peg.3572
645463.3.peg.3429	272563.8.peg.3573
645463.3.peg.3430	272563.8.peg.3574
645463.3.peg.3431	272563.8.peg.3575
645463.3.peg.3432	272563.8.peg.3576
645463.3.peg.3433	272563.8.peg.3577
645463.3.peg.3434	272563.8.peg.3578
645463.3.peg.3435	272563.8.peg.3579
645463.3.peg.365	272563.8.peg.358
645463.3.peg.3436	272563.8.peg.3580
645463.3.peg.3437	272563.8.peg.3581
645463.3.peg.3438	272563.8.peg.3582
645463.3.peg.3439	272563.8.peg.3583
645463.3.peg.3440	272563.8.peg.3584
645463.3.peg.3441	272563.8.peg.3585
645463.3.peg.3442	272563.8.peg.3586
645463.3.peg.3443	272563.8.peg.3587
645463.3.peg.3444	272563.8.peg.3588
645463.3.peg.3445	272563.8.peg.3589
645463.3.peg.366	272563.8.peg.359
645463.3.peg.3446	272563.8.peg.3590
645463.3.peg.3447	272563.8.peg.3591
645463.3.peg.3448	272563.8.peg.3592
645463.3.peg.3449	272563.8.peg.3593
645463.3.peg.3450	272563.8.peg.3594
645463.3.peg.3451	272563.8.peg.3595
645463.3.peg.3452	272563.8.peg.3596
645463.3.peg.3453	272563.8.peg.3597
645463.3.peg.3454	272563.8.peg.3598
645463.3.peg.3455	272563.8.peg.3599
645463.3.peg.28	272563.8.peg.36
645463.3.peg.367	272563.8.peg.360
645463.3.peg.3456	272563.8.peg.3600
645463.3.peg.3457	272563.8.peg.3601
645463.3.peg.3458	272563.8.peg.3602
645463.3.peg.3459	272563.8.peg.3603
645463.3.peg.3460	272563.8.peg.3604
645463.3.peg.3461	272563.8.peg.3605
645463.3.peg.3462	272563.8.peg.3606
645463.3.peg.3463	272563.8.peg.3607
645463.3.peg.3464	272563.8.peg.3608
645463.3.peg.3465	272563.8.peg.3609
645463.3.peg.368	272563.8.peg.361
645463.3.peg.3466	272563.8.peg.3610
645463.3.peg.3467	272563.8.peg.3611
645463.3.peg.3468	272563.8.peg.3612
645463.3.peg.3469	272563.8.peg.3613
645463.3.peg.3470	272563.8.peg.3614
645463.3.peg.3471	272563.8.peg.3615
645463.3.peg.3472	272563.8.peg.3616
645463.3.peg.3473	272563.8.peg.3617
645463.3.peg.3474	272563.8.peg.3618
645463.3.peg.369	272563.8.peg.362
645463.3.peg.3494	272563.8.peg.3620
645463.3.peg.3495	272563.8.peg.3621
645463.3.peg.3496	272563.8.peg.3622
645463.3.peg.3497	272563.8.peg.3623
645463.3.peg.3498	272563.8.peg.3624
645463.3.peg.3499	272563.8.peg.3625
645463.3.peg.3500	272563.8.peg.3626
645463.3.peg.3501	272563.8.peg.3627
645463.3.peg.3502	272563.8.peg.3628
645463.3.peg.3503	272563.8.peg.3629
645463.3.peg.370	272563.8.peg.363
645463.3.peg.3504	272563.8.peg.3630
645463.3.peg.3505	272563.8.peg.3631
645463.3.peg.3506	272563.8.peg.3632
645463.3.peg.3507	272563.8.peg.3633
645463.3.peg.3508	272563.8.peg.3634
645463.3.peg.3509	272563.8.peg.3635
645463.3.peg.3510	272563.8.peg.3636
645463.3.peg.3511	272563.8.peg.3637
645463.3.peg.3512	272563.8.peg.3638
645463.3.peg.3513	272563.8.peg.3639
645463.3.peg.371	272563.8.peg.364
645463.3.peg.3514	272563.8.peg.3640
645463.3.peg.3515	272563.8.peg.3641
645463.3.peg.3516	272563.8.peg.3642
645463.3.peg.3517	272563.8.peg.3643
645463.3.peg.3518	272563.8.peg.3644
645463.3.peg.3519	272563.8.peg.3645
645463.3.peg.3520	272563.8.peg.3646
645463.3.peg.3521	272563.8.peg.3647
645463.3.peg.3522	272563.8.peg.3648
645463.3.peg.3523	272563.8.peg.3649
645463.3.peg.372	272563.8.peg.365
645463.3.peg.3524	272563.8.peg.3650
645463.3.peg.3525	272563.8.peg.3651
645463.3.peg.3526	272563.8.peg.3652
645463.3.peg.3527	272563.8.peg.3653
645463.3.peg.3528	272563.8.peg.3654
645463.3.peg.3529	272563.8.peg.3655
645463.3.peg.238	272563.8.peg.3656
645463.3.peg.3530	272563.8.peg.3656
645463.3.peg.3531	272563.8.peg.3657
645463.3.peg.3532	272563.8.peg.3658
645463.3.peg.3533	272563.8.peg.3659
645463.3.peg.373	272563.8.peg.366
645463.3.peg.3534	272563.8.peg.3660
645463.3.peg.3535	272563.8.peg.3661
645463.3.peg.3536	272563.8.peg.3662
645463.3.peg.3537	272563.8.peg.3663
645463.3.peg.3538	272563.8.peg.3664
645463.3.peg.3539	272563.8.peg.3665
645463.3.peg.3540	272563.8.peg.3666
645463.3.peg.3541	272563.8.peg.3667
645463.3.peg.3542	272563.8.peg.3668
645463.3.peg.3543	272563.8.peg.3669
645463.3.peg.374	272563.8.peg.367
645463.3.peg.3544	272563.8.peg.3670
645463.3.peg.3545	272563.8.peg.3671
645463.3.peg.3546	272563.8.peg.3672
645463.3.peg.3547	272563.8.peg.3673
645463.3.peg.3548	272563.8.peg.3674
645463.3.peg.3549	272563.8.peg.3675
645463.3.peg.3550	272563.8.peg.3676
645463.3.peg.3551	272563.8.peg.3677
645463.3.peg.3552	272563.8.peg.3678
645463.3.peg.3553	272563.8.peg.3679
645463.3.peg.375	272563.8.peg.368
645463.3.peg.3554	272563.8.peg.3680
645463.3.peg.3555	272563.8.peg.3681
645463.3.peg.3556	272563.8.peg.3682
645463.3.peg.3557	272563.8.peg.3683
645463.3.peg.3558	272563.8.peg.3684
645463.3.peg.3559	272563.8.peg.3685
645463.3.peg.3560	272563.8.peg.3686
645463.3.peg.3561	272563.8.peg.3687
645463.3.peg.3562	272563.8.peg.3688
645463.3.peg.3682	272563.8.peg.3688
645463.3.peg.3563	272563.8.peg.3689
645463.3.peg.3564	272563.8.peg.3690
645463.3.peg.3565	272563.8.peg.3691
645463.3.peg.3566	272563.8.peg.3692
645463.3.peg.3567	272563.8.peg.3693
645463.3.peg.3153	272563.8.peg.3695
645463.3.peg.3569	272563.8.peg.3696
645463.3.peg.3570	272563.8.peg.3697
645463.3.peg.3571	272563.8.peg.3698
645463.3.peg.3572	272563.8.peg.3699
645463.3.peg.29	272563.8.peg.37
645463.3.peg.376	272563.8.peg.370
645463.3.peg.3573	272563.8.peg.3700
645463.3.peg.3574	272563.8.peg.3701
645463.3.peg.3575	272563.8.peg.3702
645463.3.peg.3576	272563.8.peg.3703
645463.3.peg.3577	272563.8.peg.3704
645463.3.peg.3578	272563.8.peg.3705
645463.3.peg.3579	272563.8.peg.3706
645463.3.peg.3580	272563.8.peg.3707
645463.3.peg.3581	272563.8.peg.3708
645463.3.peg.3582	272563.8.peg.3709
645463.3.peg.377	272563.8.peg.371
645463.3.peg.3583	272563.8.peg.3710
645463.3.peg.3584	272563.8.peg.3711
645463.3.peg.3585	272563.8.peg.3712
645463.3.peg.3586	272563.8.peg.3713
645463.3.peg.3587	272563.8.peg.3714
645463.3.peg.3588	272563.8.peg.3715
645463.3.peg.3589	272563.8.peg.3716
645463.3.peg.3590	272563.8.peg.3717
645463.3.peg.3591	272563.8.peg.3718
645463.3.peg.3592	272563.8.peg.3719
645463.3.peg.378	272563.8.peg.372
645463.3.peg.3593	272563.8.peg.3720
645463.3.peg.3594	272563.8.peg.3721
645463.3.peg.3595	272563.8.peg.3722
645463.3.peg.3596	272563.8.peg.3723
645463.3.peg.3597	272563.8.peg.3724
645463.3.peg.3598	272563.8.peg.3725
645463.3.peg.3599	272563.8.peg.3726
645463.3.peg.3600	272563.8.peg.3727
645463.3.peg.3601	272563.8.peg.3728
645463.3.peg.3602	272563.8.peg.3729
645463.3.peg.379	272563.8.peg.373
645463.3.peg.3603	272563.8.peg.3730
645463.3.peg.3604	272563.8.peg.3731
645463.3.peg.3605	272563.8.peg.3732
645463.3.peg.3606	272563.8.peg.3733
645463.3.peg.3607	272563.8.peg.3734
645463.3.peg.3608	272563.8.peg.3735
645463.3.peg.3609	272563.8.peg.3736
645463.3.peg.3610	272563.8.peg.3737
645463.3.peg.3611	272563.8.peg.3738
645463.3.peg.3612	272563.8.peg.3739
645463.3.peg.380	272563.8.peg.374
645463.3.peg.3613	272563.8.peg.3740
645463.3.peg.3614	272563.8.peg.3741
645463.3.peg.3615	272563.8.peg.3742
645463.3.peg.3616	272563.8.peg.3743
645463.3.peg.3617	272563.8.peg.3744
645463.3.peg.3618	272563.8.peg.3745
645463.3.peg.3619	272563.8.peg.3746
645463.3.peg.2674	272563.8.peg.3747
645463.3.peg.3620	272563.8.peg.3747
645463.3.peg.3621	272563.8.peg.3748
645463.3.peg.3622	272563.8.peg.3749
645463.3.peg.3687	272563.8.peg.375
645463.3.peg.3623	272563.8.peg.3750
645463.3.peg.3624	272563.8.peg.3751
645463.3.peg.3625	272563.8.peg.3752
645463.3.peg.3626	272563.8.peg.3753
645463.3.peg.3627	272563.8.peg.3754
645463.3.peg.3628	272563.8.peg.3755
645463.3.peg.3629	272563.8.peg.3756
645463.3.peg.3630	272563.8.peg.3757
645463.3.peg.3631	272563.8.peg.3758
645463.3.peg.3632	272563.8.peg.3759
645463.3.peg.3633	272563.8.peg.3760
645463.3.peg.3634	272563.8.peg.3761
645463.3.peg.3635	272563.8.peg.3762
645463.3.peg.3636	272563.8.peg.3763
645463.3.peg.3637	272563.8.peg.3764
645463.3.peg.3638	272563.8.peg.3765
645463.3.peg.3639	272563.8.peg.3766
645463.3.peg.3640	272563.8.peg.3767
645463.3.peg.3641	272563.8.peg.3768
645463.3.peg.3642	272563.8.peg.3769
645463.3.peg.3643	272563.8.peg.3770
645463.3.peg.3644	272563.8.peg.3771
645463.3.peg.3645	272563.8.peg.3772
645463.3.peg.3646	272563.8.peg.3773
645463.3.peg.3647	272563.8.peg.3774
645463.3.peg.3648	272563.8.peg.3775
645463.3.peg.3649	272563.8.peg.3776
645463.3.peg.3650	272563.8.peg.3777
645463.3.peg.3651	272563.8.peg.3778
645463.3.peg.3652	272563.8.peg.3779
645463.3.peg.3653	272563.8.peg.3780
645463.3.peg.3654	272563.8.peg.3781
645463.3.peg.3655	272563.8.peg.3782
645463.3.peg.3656	272563.8.peg.3783
645463.3.peg.3657	272563.8.peg.3784
645463.3.peg.3658	272563.8.peg.3786
645463.3.peg.3659	272563.8.peg.3787
645463.3.peg.3688	272563.8.peg.3788
645463.3.peg.3689	272563.8.peg.3789
645463.3.peg.3685	272563.8.peg.379
645463.3.peg.3692	272563.8.peg.3790
645463.3.peg.3693	272563.8.peg.3791
645463.3.peg.329	272563.8.peg.3792
645463.3.peg.330	272563.8.peg.3792
645463.3.peg.3694	272563.8.peg.3792
645463.3.peg.3695	272563.8.peg.3793
645463.3.peg.3696	272563.8.peg.3794
645463.3.peg.3697	272563.8.peg.3795
645463.3.peg.3698	272563.8.peg.3796
645463.3.peg.3699	272563.8.peg.3797
645463.3.peg.3700	272563.8.peg.3799
645463.3.peg.30	272563.8.peg.38
645463.3.peg.3701	272563.8.peg.3800
645463.3.peg.3702	272563.8.peg.3801
645463.3.peg.3703	272563.8.peg.3802
645463.3.peg.3704	272563.8.peg.3803
645463.3.peg.3705	272563.8.peg.3804
645463.3.peg.3706	272563.8.peg.3809
645463.3.peg.2924	272563.8.peg.381
645463.3.peg.3707	272563.8.peg.3810
645463.3.peg.3708	272563.8.peg.3811
645463.3.peg.3709	272563.8.peg.3812
645463.3.peg.3710	272563.8.peg.3813
645463.3.peg.3711	272563.8.peg.3814
645463.3.peg.3712	272563.8.peg.3815
645463.3.peg.3713	272563.8.peg.3816
645463.3.peg.3714	272563.8.peg.3817
645463.3.peg.3715	272563.8.peg.3818
645463.3.peg.3716	272563.8.peg.3819
645463.3.peg.3717	272563.8.peg.3820
645463.3.peg.3718	272563.8.peg.3821
645463.3.peg.3719	272563.8.peg.3822
645463.3.peg.3720	272563.8.peg.3823
645463.3.peg.3721	272563.8.peg.3824
645463.3.peg.3722	272563.8.peg.3825
645463.3.peg.3723	272563.8.peg.3826
645463.3.peg.3724	272563.8.peg.3827
645463.3.peg.3725	272563.8.peg.3828
645463.3.peg.3726	272563.8.peg.3829
645463.3.peg.2921	272563.8.peg.383
645463.3.peg.3727	272563.8.peg.3830
645463.3.peg.3728	272563.8.peg.3831
645463.3.peg.3729	272563.8.peg.3832
645463.3.peg.3730	272563.8.peg.3833
645463.3.peg.3731	272563.8.peg.3834
645463.3.peg.3732	272563.8.peg.3835
645463.3.peg.3733	272563.8.peg.3836
645463.3.peg.3734	272563.8.peg.3837
645463.3.peg.3735	272563.8.peg.3838
645463.3.peg.3736	272563.8.peg.3839
645463.3.peg.2922	272563.8.peg.384
645463.3.peg.3737	272563.8.peg.3840
645463.3.peg.3738	272563.8.peg.3841
645463.3.peg.3739	272563.8.peg.3842
645463.3.peg.3740	272563.8.peg.3843
645463.3.peg.3741	272563.8.peg.3844
645463.3.peg.3742	272563.8.peg.3845
645463.3.peg.3743	272563.8.peg.3846
645463.3.peg.3744	272563.8.peg.3847
645463.3.peg.3745	272563.8.peg.3848
645463.3.peg.3746	272563.8.peg.3849
645463.3.peg.3747	272563.8.peg.3850
645463.3.peg.3748	272563.8.peg.3852
645463.3.peg.3749	272563.8.peg.3853
645463.3.peg.3750	272563.8.peg.3854
645463.3.peg.3751	272563.8.peg.3855
645463.3.peg.3752	272563.8.peg.3856
645463.3.peg.3753	272563.8.peg.3857
645463.3.peg.3754	272563.8.peg.3858
645463.3.peg.3684	272563.8.peg.389
645463.3.peg.31	272563.8.peg.39
645463.3.peg.3675	272563.8.peg.393
645463.3.peg.3674	272563.8.peg.394
645463.3.peg.3673	272563.8.peg.395
645463.3.peg.3671	272563.8.peg.397
645463.3.peg.32	272563.8.peg.40
645463.3.peg.3667	272563.8.peg.401
645463.3.peg.3662	272563.8.peg.404
645463.3.peg.3661	272563.8.peg.405
645463.3.peg.383	272563.8.peg.408
645463.3.peg.384	272563.8.peg.409
645463.3.peg.33	272563.8.peg.41
645463.3.peg.385	272563.8.peg.410
645463.3.peg.386	272563.8.peg.411
645463.3.peg.387	272563.8.peg.412
645463.3.peg.388	272563.8.peg.413
645463.3.peg.389	272563.8.peg.414
645463.3.peg.390	272563.8.peg.415
645463.3.peg.391	272563.8.peg.416
645463.3.peg.392	272563.8.peg.417
645463.3.peg.393	272563.8.peg.418
645463.3.peg.394	272563.8.peg.419
645463.3.peg.34	272563.8.peg.42
645463.3.peg.395	272563.8.peg.420
645463.3.peg.396	272563.8.peg.421
645463.3.peg.397	272563.8.peg.422
645463.3.peg.398	272563.8.peg.423
645463.3.peg.399	272563.8.peg.424
645463.3.peg.402	272563.8.peg.425
645463.3.peg.403	272563.8.peg.426
645463.3.peg.35	272563.8.peg.43
645463.3.peg.1875	272563.8.peg.430
645463.3.peg.1896	272563.8.peg.433
645463.3.peg.1910	272563.8.peg.435
645463.3.peg.1911	272563.8.peg.436
645463.3.peg.1912	272563.8.peg.437
645463.3.peg.1913	272563.8.peg.438
645463.3.peg.1914	272563.8.peg.439
645463.3.peg.36	272563.8.peg.44
645463.3.peg.1915	272563.8.peg.440
645463.3.peg.1916	272563.8.peg.441
645463.3.peg.1917	272563.8.peg.442
645463.3.peg.1918	272563.8.peg.443
645463.3.peg.1919	272563.8.peg.444
645463.3.peg.37	272563.8.peg.45
645463.3.peg.38	272563.8.peg.46
645463.3.peg.405	272563.8.peg.460
645463.3.peg.406	272563.8.peg.461
645463.3.peg.407	272563.8.peg.462
645463.3.peg.408	272563.8.peg.463
645463.3.peg.411	272563.8.peg.465
645463.3.peg.412	272563.8.peg.466
645463.3.peg.413	272563.8.peg.467
645463.3.peg.414	272563.8.peg.468
645463.3.peg.415	272563.8.peg.469
645463.3.peg.39	272563.8.peg.47
645463.3.peg.416	272563.8.peg.470
645463.3.peg.417	272563.8.peg.471
645463.3.peg.418	272563.8.peg.472
645463.3.peg.419	272563.8.peg.473
645463.3.peg.420	272563.8.peg.474
645463.3.peg.421	272563.8.peg.475
645463.3.peg.422	272563.8.peg.478
645463.3.peg.423	272563.8.peg.479
645463.3.peg.40	272563.8.peg.48
645463.3.peg.424	272563.8.peg.480
645463.3.peg.425	272563.8.peg.481
645463.3.peg.426	272563.8.peg.482
645463.3.peg.427	272563.8.peg.483
645463.3.peg.428	272563.8.peg.484
645463.3.peg.429	272563.8.peg.485
645463.3.peg.430	272563.8.peg.486
645463.3.peg.431	272563.8.peg.487
645463.3.peg.435	272563.8.peg.488
645463.3.peg.437	272563.8.peg.489
645463.3.peg.41	272563.8.peg.49
645463.3.peg.438	272563.8.peg.490
645463.3.peg.439	272563.8.peg.491
645463.3.peg.440	272563.8.peg.492
645463.3.peg.441	272563.8.peg.493
645463.3.peg.442	272563.8.peg.494
645463.3.peg.443	272563.8.peg.495
645463.3.peg.444	272563.8.peg.496
645463.3.peg.445	272563.8.peg.497
645463.3.peg.446	272563.8.peg.498
645463.3.peg.447	272563.8.peg.499
645463.3.peg.42	272563.8.peg.50
645463.3.peg.448	272563.8.peg.500
645463.3.peg.449	272563.8.peg.501
645463.3.peg.450	272563.8.peg.502
645463.3.peg.451	272563.8.peg.503
645463.3.peg.452	272563.8.peg.504
645463.3.peg.453	272563.8.peg.505
645463.3.peg.454	272563.8.peg.506
645463.3.peg.455	272563.8.peg.507
645463.3.peg.456	272563.8.peg.508
645463.3.peg.458	272563.8.peg.509
645463.3.peg.43	272563.8.peg.51
645463.3.peg.459	272563.8.peg.510
645463.3.peg.460	272563.8.peg.511
645463.3.peg.461	272563.8.peg.512
645463.3.peg.462	272563.8.peg.513
645463.3.peg.463	272563.8.peg.514
645463.3.peg.464	272563.8.peg.515
645463.3.peg.465	272563.8.peg.516
645463.3.peg.466	272563.8.peg.517
645463.3.peg.467	272563.8.peg.518
645463.3.peg.3478	272563.8.peg.519
645463.3.peg.44	272563.8.peg.52
645463.3.peg.45	272563.8.peg.53
645463.3.peg.1890	272563.8.peg.534
645463.3.peg.1889	272563.8.peg.535
645463.3.peg.1858	272563.8.peg.537
645463.3.peg.1886	272563.8.peg.537
645463.3.peg.1888	272563.8.peg.537
645463.3.peg.1909	272563.8.peg.537
645463.3.peg.3128	272563.8.peg.537
645463.3.peg.470	272563.8.peg.539
645463.3.peg.46	272563.8.peg.54
645463.3.peg.471	272563.8.peg.540
645463.3.peg.472	272563.8.peg.541
645463.3.peg.473	272563.8.peg.542
645463.3.peg.474	272563.8.peg.543
645463.3.peg.475	272563.8.peg.544
645463.3.peg.476	272563.8.peg.545
645463.3.peg.477	272563.8.peg.546
645463.3.peg.478	272563.8.peg.547
645463.3.peg.479	272563.8.peg.548
645463.3.peg.480	272563.8.peg.549
645463.3.peg.47	272563.8.peg.55
645463.3.peg.481	272563.8.peg.550
645463.3.peg.482	272563.8.peg.551
645463.3.peg.483	272563.8.peg.553
645463.3.peg.484	272563.8.peg.554
645463.3.peg.485	272563.8.peg.555
645463.3.peg.486	272563.8.peg.556
645463.3.peg.487	272563.8.peg.557
645463.3.peg.488	272563.8.peg.558
645463.3.peg.489	272563.8.peg.559
645463.3.peg.48	272563.8.peg.56
645463.3.peg.490	272563.8.peg.560
645463.3.peg.491	272563.8.peg.561
645463.3.peg.492	272563.8.peg.562
645463.3.peg.493	272563.8.peg.563
645463.3.peg.494	272563.8.peg.564
645463.3.peg.495	272563.8.peg.565
645463.3.peg.496	272563.8.peg.566
645463.3.peg.497	272563.8.peg.567
645463.3.peg.498	272563.8.peg.568
645463.3.peg.499	272563.8.peg.569
645463.3.peg.49	272563.8.peg.57
645463.3.peg.260	272563.8.peg.570
645463.3.peg.500	272563.8.peg.570
645463.3.peg.501	272563.8.peg.571
645463.3.peg.502	272563.8.peg.572
645463.3.peg.503	272563.8.peg.573
645463.3.peg.504	272563.8.peg.574
645463.3.peg.505	272563.8.peg.575
645463.3.peg.506	272563.8.peg.576
645463.3.peg.507	272563.8.peg.577
645463.3.peg.508	272563.8.peg.578
645463.3.peg.509	272563.8.peg.579
645463.3.peg.50	272563.8.peg.58
645463.3.peg.510	272563.8.peg.580
645463.3.peg.511	272563.8.peg.581
645463.3.peg.512	272563.8.peg.582
645463.3.peg.513	272563.8.peg.583
645463.3.peg.514	272563.8.peg.584
645463.3.peg.515	272563.8.peg.585
645463.3.peg.516	272563.8.peg.586
645463.3.peg.517	272563.8.peg.587
645463.3.peg.518	272563.8.peg.588
645463.3.peg.519	272563.8.peg.589
645463.3.peg.51	272563.8.peg.59
645463.3.peg.520	272563.8.peg.590
645463.3.peg.521	272563.8.peg.591
645463.3.peg.522	272563.8.peg.592
645463.3.peg.523	272563.8.peg.593
645463.3.peg.524	272563.8.peg.594
645463.3.peg.525	272563.8.peg.596
645463.3.peg.526	272563.8.peg.597
645463.3.peg.527	272563.8.peg.598
645463.3.peg.528	272563.8.peg.599
645463.3.peg.52	272563.8.peg.60
645463.3.peg.529	272563.8.peg.600
645463.3.peg.530	272563.8.peg.601
645463.3.peg.531	272563.8.peg.602
645463.3.peg.534	272563.8.peg.602
645463.3.peg.539	272563.8.peg.603
645463.3.peg.3383	272563.8.peg.603
645463.3.peg.540	272563.8.peg.604
645463.3.peg.544	272563.8.peg.606
645463.3.peg.546	272563.8.peg.607
645463.3.peg.3678	272563.8.peg.607
645463.3.peg.547	272563.8.peg.608
645463.3.peg.548	272563.8.peg.609
645463.3.peg.53	272563.8.peg.61
645463.3.peg.549	272563.8.peg.610
645463.3.peg.553	272563.8.peg.616
645463.3.peg.554	272563.8.peg.617
645463.3.peg.558	272563.8.peg.618
645463.3.peg.559	272563.8.peg.619
645463.3.peg.54	272563.8.peg.62
645463.3.peg.560	272563.8.peg.620
645463.3.peg.562	272563.8.peg.621
645463.3.peg.563	272563.8.peg.622
645463.3.peg.564	272563.8.peg.623
645463.3.peg.565	272563.8.peg.624
645463.3.peg.566	272563.8.peg.625
645463.3.peg.567	272563.8.peg.626
645463.3.peg.568	272563.8.peg.627
645463.3.peg.569	272563.8.peg.628
645463.3.peg.570	272563.8.peg.629
645463.3.peg.55	272563.8.peg.63
645463.3.peg.571	272563.8.peg.630
645463.3.peg.572	272563.8.peg.631
645463.3.peg.573	272563.8.peg.632
645463.3.peg.574	272563.8.peg.634
645463.3.peg.3664	272563.8.peg.634
645463.3.peg.575	272563.8.peg.635
645463.3.peg.576	272563.8.peg.636
645463.3.peg.578	272563.8.peg.637
645463.3.peg.580	272563.8.peg.639
645463.3.peg.61	272563.8.peg.64
645463.3.peg.581	272563.8.peg.640
645463.3.peg.583	272563.8.peg.641
645463.3.peg.584	272563.8.peg.642
645463.3.peg.585	272563.8.peg.643
645463.3.peg.586	272563.8.peg.644
645463.3.peg.587	272563.8.peg.645
645463.3.peg.588	272563.8.peg.646
645463.3.peg.589	272563.8.peg.647
645463.3.peg.590	272563.8.peg.648
645463.3.peg.591	272563.8.peg.649
645463.3.peg.62	272563.8.peg.65
645463.3.peg.593	272563.8.peg.652
645463.3.peg.594	272563.8.peg.653
645463.3.peg.595	272563.8.peg.654
645463.3.peg.596	272563.8.peg.655
645463.3.peg.3186	272563.8.peg.655
645463.3.peg.597	272563.8.peg.656
645463.3.peg.598	272563.8.peg.657
645463.3.peg.599	272563.8.peg.658
645463.3.peg.601	272563.8.peg.659
645463.3.peg.63	272563.8.peg.66
645463.3.peg.602	272563.8.peg.660
645463.3.peg.603	272563.8.peg.661
645463.3.peg.605	272563.8.peg.663
645463.3.peg.606	272563.8.peg.664
645463.3.peg.607	272563.8.peg.665
645463.3.peg.608	272563.8.peg.666
645463.3.peg.609	272563.8.peg.667
645463.3.peg.610	272563.8.peg.668
645463.3.peg.611	272563.8.peg.669
645463.3.peg.64	272563.8.peg.67
645463.3.peg.612	272563.8.peg.670
645463.3.peg.613	272563.8.peg.671
645463.3.peg.614	272563.8.peg.672
645463.3.peg.616	272563.8.peg.674
645463.3.peg.617	272563.8.peg.675
645463.3.peg.618	272563.8.peg.676
645463.3.peg.619	272563.8.peg.677
645463.3.peg.620	272563.8.peg.678
645463.3.peg.622	272563.8.peg.680
645463.3.peg.623	272563.8.peg.681
645463.3.peg.624	272563.8.peg.682
645463.3.peg.625	272563.8.peg.683
645463.3.peg.626	272563.8.peg.684
645463.3.peg.627	272563.8.peg.686
645463.3.peg.628	272563.8.peg.687
645463.3.peg.629	272563.8.peg.688
